,Searches,Filters,Shortlist,Enquiries,Photoclicks,PageView,Result
101,0,0,0,2,0,1.0,1
102,0,0,0,2,0,1.0,1
103,0,0,0,2,0,1.0,1
104,0,0,0,2,0,1.0,1
105,0,0,0,2,0,1.0,1
106,0,0,0,2,0,1.0,1
107,0,0,0,2,0,1.0,1
108,0,0,0,2,0,1.0,1
109,0,0,0,2,0,1.0,1
110,0,0,0,2,0,1.0,1
111,0,0,0,2,0,1.0,1
112,0,0,0,2,0,1.0,1
113,0,0,0,2,0,1.0,1
114,0,0,0,2,0,1.0,1
115,0,0,0,2,0,1.0,1
116,0,0,0,2,0,1.0,1
117,0,0,0,2,0,1.0,1
118,0,0,0,2,0,1.0,1
119,0,0,0,2,0,1.0,1
120,0,0,0,2,0,1.0,1
121,0,0,0,2,0,1.0,1
122,0,0,0,2,0,1.0,1
123,0,0,0,2,0,1.0,1
124,0,0,0,2,0,1.0,1
125,0,0,0,2,0,1.0,1
126,0,0,0,2,0,1.0,1
127,0,0,0,2,0,1.0,1
128,0,0,0,2,0,1.0,1
129,0,0,0,2,0,1.0,1
130,0,0,0,2,0,1.0,1
131,0,0,0,2,0,1.0,1
132,0,0,0,2,0,1.0,1
133,0,0,0,2,0,1.0,1
134,0,0,0,2,0,1.0,1
135,0,0,0,1,0,1.0,1
136,0,0,0,1,0,1.0,1
137,0,0,0,1,0,1.0,1
138,0,0,0,1,0,1.0,1
139,0,0,0,1,0,1.0,1
140,0,0,0,1,0,1.0,1
141,0,0,0,1,0,1.0,1
142,0,0,0,1,0,1.0,1
143,0,0,0,1,0,1.0,1
144,0,0,0,1,0,1.0,1
145,0,0,0,1,0,1.0,1
146,0,0,0,1,0,1.0,1
147,0,0,0,1,0,1.0,1
148,0,0,0,1,0,1.0,1
149,0,0,0,1,0,1.0,1
150,0,0,0,1,0,1.0,1
151,0,0,0,1,0,1.0,1
152,0,0,0,1,0,1.0,1
153,0,0,0,1,0,1.0,1
154,0,0,0,1,0,1.0,1
155,0,0,0,1,0,1.0,1
156,0,0,0,1,0,1.0,1
157,0,0,0,1,0,1.0,1
158,0,0,0,1,0,1.0,1
159,0,0,0,1,0,1.0,1
160,0,0,0,1,0,1.0,1
161,0,0,0,1,0,1.0,1
162,0,0,0,1,0,1.0,1
163,0,0,0,1,0,1.0,1
164,0,0,0,1,0,1.0,1
165,0,0,0,1,0,1.0,1
166,0,0,0,1,0,1.0,1
167,0,0,0,1,0,1.0,1
168,0,0,0,1,0,1.0,1
169,0,0,0,1,0,1.0,1
170,0,0,0,1,0,1.0,1
171,0,0,0,1,0,1.0,1
172,0,0,0,1,0,1.0,1
173,0,0,0,1,0,1.0,1
174,0,0,0,1,0,1.0,1
175,0,0,0,1,0,1.0,1
176,0,0,0,1,0,1.0,1
177,0,0,0,1,0,1.0,1
178,0,0,0,1,0,1.0,1
179,0,0,0,1,0,1.0,1
180,0,0,0,1,0,1.0,1
181,0,0,0,1,0,1.0,1
182,0,0,0,1,0,1.0,1
183,0,0,0,1,0,1.0,1
184,0,0,0,1,0,1.0,1
185,0,0,0,1,0,1.0,1
186,0,0,0,1,0,1.0,1
187,0,0,0,1,0,1.0,1
188,0,0,0,1,0,1.0,1
189,0,0,0,1,0,1.0,1
190,0,0,0,1,0,1.0,1
191,0,0,0,1,0,1.0,1
192,0,0,0,1,0,1.0,1
193,0,0,0,1,0,1.0,1
194,0,0,0,1,0,1.0,1
195,0,0,0,1,0,1.0,1
196,0,0,0,1,0,1.0,1
197,0,0,0,1,0,1.0,1
198,0,0,0,1,0,1.0,1
199,0,0,0,1,0,1.0,1
200,0,0,0,1,0,1.0,1
201,0,0,0,1,0,1.0,1
202,0,0,0,1,0,1.0,1
203,0,0,0,1,0,1.0,1
204,0,0,0,1,0,1.0,1
205,0,0,0,1,0,1.0,1
206,0,0,0,1,0,1.0,1
207,0,0,0,1,0,1.0,1
208,0,0,0,1,0,1.0,1
209,0,0,0,1,0,1.0,1
210,0,0,0,1,0,1.0,1
211,0,0,0,1,0,1.0,1
212,0,0,0,1,0,1.0,1
213,0,0,0,1,0,1.0,1
214,0,0,0,1,0,1.0,1
215,0,0,0,1,0,1.0,1
216,0,0,0,1,0,1.0,1
217,0,0,0,1,0,1.0,1
218,0,0,0,1,0,1.0,1
219,0,0,0,1,0,1.0,1
220,0,0,0,1,0,1.0,1
221,0,0,0,1,0,1.0,1
222,0,0,0,1,0,1.0,1
223,0,0,0,1,0,1.0,1
224,0,0,0,1,0,1.0,1
225,0,0,0,1,0,1.0,1
226,0,0,0,1,0,1.0,1
227,0,0,0,1,0,1.0,1
228,0,0,0,1,0,1.0,1
229,0,0,0,1,0,1.0,1
230,0,0,0,1,0,1.0,1
231,0,0,0,1,0,1.0,1
232,0,0,0,1,0,1.0,1
233,0,0,0,1,0,1.0,1
234,0,0,0,1,0,1.0,1
235,0,0,0,1,0,1.0,1
236,0,0,0,1,0,1.0,1
237,0,0,0,1,0,1.0,1
238,0,0,0,1,0,1.0,1
239,0,0,0,1,0,1.0,1
240,0,0,0,1,0,1.0,1
241,0,0,0,1,0,1.0,1
242,0,0,0,1,0,1.0,1
243,0,0,0,1,0,1.0,1
244,0,0,0,1,0,1.0,1
245,0,0,0,1,0,1.0,1
246,0,0,0,1,0,1.0,1
247,0,0,0,1,0,1.0,1
248,0,0,0,1,0,1.0,1
249,0,0,0,1,0,1.0,1
250,0,0,0,1,0,1.0,1
251,0,0,0,1,0,1.0,1
252,0,0,0,1,0,1.0,1
253,0,0,0,1,0,1.0,1
254,0,0,0,1,0,1.0,1
255,0,0,0,1,0,1.0,1
256,0,0,0,1,0,1.0,1
257,0,0,0,1,0,1.0,1
258,0,0,0,1,0,1.0,1
259,0,0,0,1,0,1.0,1
260,0,0,0,1,0,1.0,1
261,0,0,0,1,0,1.0,1
262,0,0,0,1,0,1.0,1
263,0,0,0,1,0,1.0,1
264,0,0,0,1,0,1.0,1
265,0,0,0,1,0,1.0,1
266,0,0,0,1,0,1.0,1
267,0,0,0,1,0,1.0,1
268,0,0,0,1,0,1.0,1
269,0,0,0,1,0,1.0,1
270,0,0,0,1,0,1.0,1
271,0,0,0,1,0,1.0,1
272,0,0,0,1,0,1.0,1
273,0,0,0,1,0,1.0,1
274,0,0,0,1,0,1.0,1
275,0,0,0,1,0,1.0,1
276,0,0,0,1,0,1.0,1
277,0,0,0,1,0,1.0,1
278,0,0,0,1,0,1.0,1
279,0,0,0,1,0,1.0,1
280,0,0,0,1,0,1.0,1
281,0,0,0,1,0,1.0,1
282,0,0,0,1,0,1.0,1
283,0,0,0,1,0,1.0,1
284,0,0,0,1,0,1.0,1
285,0,0,0,1,0,1.0,1
286,0,0,0,1,0,1.0,1
287,0,0,0,1,0,1.0,1
288,0,0,0,1,0,1.0,1
289,0,0,0,1,0,1.0,1
290,0,0,0,1,0,1.0,1
291,0,0,0,1,0,1.0,1
292,0,0,0,1,0,1.0,1
293,0,0,0,1,0,1.0,1
294,0,0,0,1,0,1.0,1
295,0,0,0,1,0,1.0,1
296,0,0,0,1,0,1.0,1
297,0,0,0,1,0,1.0,1
298,0,0,0,1,0,1.0,1
299,0,0,0,1,0,1.0,1
300,0,0,0,1,0,1.0,1
301,0,0,0,1,0,1.0,1
302,0,0,0,1,0,1.0,1
303,0,0,0,1,0,1.0,1
304,0,0,0,1,0,1.0,1
305,0,0,0,1,0,1.0,1
306,0,0,0,1,0,1.0,1
307,0,0,0,1,0,1.0,1
308,0,0,0,1,0,1.0,1
309,0,0,0,1,0,1.0,1
310,0,0,0,1,0,1.0,1
311,0,0,0,1,0,1.0,1
312,0,0,0,1,0,1.0,1
313,0,0,0,1,0,1.0,1
314,0,0,0,1,0,1.0,1
315,0,0,0,1,0,1.0,1
316,0,0,0,1,0,1.0,1
317,0,0,0,1,0,1.0,1
318,0,0,0,1,0,1.0,1
319,0,0,0,1,0,1.0,1
320,0,0,0,1,0,1.0,1
321,0,0,0,1,0,1.0,1
322,0,0,0,1,0,1.0,1
323,0,0,0,1,0,1.0,1
324,0,0,0,1,0,1.0,1
325,0,0,0,1,0,1.0,1
326,0,0,0,1,0,1.0,1
327,0,0,0,1,0,1.0,1
328,0,0,0,1,0,1.0,1
329,0,0,0,1,0,1.0,1
330,0,0,0,1,0,1.0,1
331,0,0,0,1,0,1.0,1
332,0,0,0,1,0,1.0,1
333,0,0,0,1,0,1.0,1
334,0,0,0,1,0,1.0,1
335,0,0,0,1,0,1.0,1
336,0,0,0,1,0,1.0,1
337,0,0,0,1,0,1.0,1
338,0,0,0,1,0,1.0,1
339,0,0,0,1,0,1.0,1
340,0,0,0,1,0,1.0,1
341,0,0,0,1,0,1.0,1
342,0,0,0,1,0,1.0,1
343,0,0,0,1,0,1.0,1
344,0,0,0,1,0,1.0,1
345,0,0,0,1,0,1.0,1
346,0,0,0,1,0,1.0,1
347,0,0,0,1,0,1.0,1
348,0,0,0,1,0,1.0,1
349,0,0,0,1,0,1.0,1
350,0,0,0,1,0,1.0,1
351,0,0,0,1,0,1.0,1
352,0,0,0,1,0,1.0,1
353,0,0,0,1,0,1.0,1
354,0,0,0,1,0,1.0,1
355,0,0,0,1,0,1.0,1
356,0,0,0,1,0,1.0,1
357,0,0,0,1,0,1.0,1
358,0,0,0,1,0,1.0,1
359,0,0,0,1,0,1.0,1
360,0,0,0,1,0,1.0,1
361,0,0,0,1,0,1.0,1
362,0,0,0,1,0,1.0,1
363,0,0,0,1,0,1.0,1
364,0,0,0,1,0,1.0,1
365,0,0,0,1,0,1.0,1
366,0,0,0,1,0,1.0,1
367,0,0,0,1,0,1.0,1
368,0,0,0,1,0,1.0,1
369,0,0,0,1,0,1.0,1
370,0,0,0,1,0,1.0,1
371,0,0,0,1,0,1.0,1
372,0,0,0,1,0,1.0,1
373,0,0,0,1,0,1.0,1
374,0,0,0,1,0,1.0,1
375,0,0,0,1,0,1.0,1
376,0,0,0,1,0,1.0,1
377,0,0,0,1,0,1.0,1
378,0,0,0,1,0,1.0,1
379,0,0,0,1,0,1.0,1
380,0,0,0,1,0,1.0,1
381,0,0,0,1,0,1.0,1
382,0,0,0,1,0,1.0,1
383,0,0,0,1,0,1.0,1
384,0,0,0,1,0,1.0,1
385,0,0,0,1,0,1.0,1
386,0,0,0,1,0,1.0,1
387,0,0,0,1,0,1.0,1
388,0,0,0,1,0,1.0,1
389,0,0,0,1,0,1.0,1
390,0,0,0,1,0,1.0,1
391,0,0,0,1,0,1.0,1
392,0,0,0,1,0,1.0,1
393,0,0,0,1,0,1.0,1
394,0,0,0,1,0,1.0,1
395,0,0,0,1,0,1.0,1
396,0,0,0,1,0,1.0,1
397,0,0,0,1,0,1.0,1
398,0,0,0,1,0,1.0,1
399,0,0,0,1,0,1.0,1
400,0,0,0,1,0,1.0,1
401,0,0,0,1,0,1.0,1
402,0,0,0,1,0,1.0,1
403,0,0,0,1,0,1.0,1
404,0,0,0,1,0,1.0,1
405,0,0,0,1,0,1.0,1
406,0,0,0,1,0,1.0,1
407,0,0,0,1,0,1.0,1
408,0,0,0,1,0,1.0,1
409,0,0,0,1,0,1.0,1
410,0,0,0,1,0,1.0,1
411,0,0,0,1,0,1.0,1
412,0,0,0,1,0,1.0,1
413,0,0,0,1,0,1.0,1
414,0,0,0,1,0,1.0,1
415,0,0,0,1,0,1.0,1
416,0,0,0,1,0,1.0,1
417,0,0,0,1,0,1.0,1
418,0,0,0,1,0,1.0,1
419,0,0,0,1,0,1.0,1
420,0,0,0,1,0,1.0,1
421,0,0,0,1,0,1.0,1
422,0,0,0,1,0,1.0,1
423,0,0,0,1,0,1.0,1
424,0,0,0,1,0,1.0,1
425,0,0,0,1,0,1.0,1
426,0,0,0,1,0,1.0,1
427,0,0,0,1,0,1.0,1
428,0,0,0,1,0,1.0,1
429,0,0,0,1,0,1.0,1
430,0,0,0,1,0,1.0,1
431,0,0,0,1,0,1.0,1
432,0,0,0,1,0,1.0,1
433,0,0,0,1,0,1.0,1
434,0,0,0,1,0,1.0,1
435,0,0,0,1,0,1.0,1
436,0,0,0,1,0,1.0,1
437,0,0,0,1,0,1.0,1
438,0,0,0,1,0,1.0,1
439,0,0,0,1,0,1.0,1
440,0,0,0,1,0,1.0,1
441,0,0,0,1,0,1.0,1
442,0,0,0,1,0,1.0,1
443,0,0,0,1,0,1.0,1
444,0,0,0,1,0,1.0,1
445,0,0,0,1,0,1.0,1
446,0,0,0,1,0,1.0,1
447,0,0,0,1,0,1.0,1
448,0,0,0,1,0,1.0,1
449,0,0,0,1,0,1.0,1
450,0,0,0,1,0,1.0,1
451,0,0,0,1,0,1.0,1
452,0,0,0,1,0,1.0,1
453,0,0,0,1,0,1.0,1
454,0,0,0,1,0,1.0,1
455,0,0,0,1,0,1.0,1
456,0,0,0,1,0,1.0,1
457,0,0,0,1,0,1.0,1
458,0,0,0,1,0,1.0,1
459,0,0,0,1,0,1.0,1
460,0,0,0,1,0,1.0,1
461,0,0,0,1,0,1.0,1
462,0,0,0,1,0,1.0,1
463,0,0,0,1,0,1.0,1
464,0,0,0,1,0,1.0,1
465,0,0,0,1,0,1.0,1
466,0,0,0,1,0,1.0,1
467,0,0,0,1,0,1.0,1
468,0,0,0,1,0,1.0,1
469,0,0,0,1,0,1.0,1
470,0,0,0,1,0,1.0,1
471,0,0,0,1,0,1.0,1
472,0,0,0,1,0,1.0,1
473,0,0,0,1,0,1.0,1
474,0,0,0,1,0,1.0,1
475,0,0,0,1,0,1.0,1
476,0,0,0,1,0,1.0,1
477,0,0,0,1,0,1.0,1
478,0,0,0,1,0,1.0,1
479,0,0,0,1,0,1.0,1
480,0,0,0,1,0,1.0,1
481,0,0,0,1,0,1.0,1
482,0,0,0,1,0,1.0,1
483,0,0,0,1,0,1.0,1
484,0,0,0,1,0,1.0,1
485,0,0,0,1,0,1.0,1
486,0,0,0,1,0,1.0,1
487,0,0,0,1,0,1.0,1
488,0,0,0,1,0,1.0,1
489,0,0,0,1,0,1.0,1
490,0,0,0,1,0,1.0,1
491,0,0,0,1,0,1.0,1
492,0,0,0,1,0,1.0,1
493,0,0,0,1,0,1.0,1
494,0,0,0,1,0,1.0,1
495,0,0,0,1,0,1.0,1
496,0,0,0,1,0,1.0,1
497,0,0,0,1,0,1.0,1
498,0,0,0,1,0,1.0,1
499,0,0,0,1,0,1.0,1
500,0,0,0,1,0,1.0,1
501,0,0,0,1,0,1.0,1
502,0,0,0,1,0,1.0,1
503,0,0,0,1,0,1.0,1
504,0,0,0,1,0,1.0,1
505,0,0,0,1,0,1.0,1
506,0,0,0,1,0,1.0,1
507,0,0,0,1,0,1.0,1
508,0,0,0,1,0,1.0,1
509,0,0,0,1,0,1.0,1
510,0,0,0,1,0,1.0,1
511,0,0,0,1,0,1.0,1
512,3,0,0,1,0,1.0,0
513,2,0,0,1,0,1.0,0
514,1,0,0,1,0,1.0,0
515,1,0,0,1,0,1.0,0
516,1,0,0,1,0,1.0,0
517,1,0,0,1,0,1.0,0
518,1,0,0,0,0,1.0,0
519,1,0,0,0,0,1.0,0
520,1,0,0,0,0,1.0,0
521,1,0,0,0,0,1.0,0
522,1,0,0,0,0,1.0,0
523,1,0,0,0,0,1.0,0
524,1,0,0,0,0,1.0,0
525,1,0,0,0,0,1.0,0
526,0,0,0,1,16,1.0,0
527,0,0,0,1,7,1.0,0
528,0,0,0,3,4,1.0,0
529,0,0,0,1,4,1.0,0
530,0,0,0,1,4,1.0,0
531,0,0,0,1,4,1.0,0
532,0,0,0,1,3,1.0,0
533,0,0,0,1,3,1.0,0
534,0,0,0,0,3,1.0,0
535,0,0,0,2,2,1.0,0
536,0,0,0,1,2,1.0,0
537,0,0,0,1,2,1.0,0
538,0,0,0,4,1,1.0,0
539,0,0,0,4,1,1.0,0
540,0,0,0,3,1,1.0,0
541,0,0,0,3,1,1.0,0
542,0,0,0,3,1,1.0,0
543,0,0,0,2,1,1.0,0
544,0,0,0,2,1,1.0,0
545,0,0,0,2,1,1.0,0
546,0,0,0,2,1,1.0,0
547,0,0,0,1,1,1.0,0
548,0,0,0,1,1,1.0,0
549,0,0,0,1,1,1.0,0
550,0,0,0,1,1,1.0,0
551,0,0,0,1,1,1.0,0
552,0,0,0,1,1,1.0,0
553,0,0,0,1,1,1.0,0
554,0,0,0,1,1,1.0,0
555,0,0,0,1,1,1.0,0
556,0,0,0,1,1,1.0,0
557,0,0,0,1,1,1.0,0
558,0,0,0,1,1,1.0,0
559,0,0,0,1,1,1.0,0
560,0,0,0,1,1,1.0,0
561,0,0,0,1,1,1.0,0
562,0,0,0,1,1,1.0,0
563,0,0,0,1,1,1.0,0
564,0,0,0,1,1,1.0,0
565,0,0,0,1,1,1.0,0
566,0,0,0,1,1,1.0,0
567,0,0,0,1,1,1.0,0
568,0,0,0,1,1,1.0,0
569,0,0,0,1,1,1.0,0
570,0,0,0,1,1,1.0,0
571,0,0,0,1,1,1.0,0
572,0,0,0,1,1,1.0,0
573,0,0,0,1,1,1.0,0
574,0,0,0,1,1,1.0,0
575,0,0,0,1,1,1.0,0
576,0,0,0,1,1,1.0,0
577,0,0,0,1,1,1.0,0
578,0,0,0,1,1,1.0,0
579,0,0,0,1,1,1.0,0
580,0,0,0,0,1,1.0,0
581,0,0,0,0,1,1.0,0
582,0,0,0,0,1,1.0,0
583,0,0,0,0,1,1.0,0
584,0,0,0,0,1,1.0,0
585,0,0,0,6,0,1.0,0
586,0,0,0,5,0,1.0,0
587,0,0,0,5,0,1.0,0
588,0,0,0,5,0,1.0,0
589,0,0,0,5,0,1.0,0
590,0,0,0,4,0,1.0,0
591,0,0,0,4,0,1.0,0
592,0,0,0,4,0,1.0,0
593,0,0,0,4,0,1.0,0
594,0,0,0,4,0,1.0,0
595,0,0,0,4,0,1.0,0
596,0,0,0,4,0,1.0,0
597,0,0,0,4,0,1.0,0
598,0,0,0,4,0,1.0,0
599,0,0,0,4,0,1.0,0
600,0,0,0,4,0,1.0,0
601,0,0,0,3,0,1.0,0
602,0,0,0,3,0,1.0,0
603,0,0,0,3,0,1.0,0
604,0,0,0,3,0,1.0,0
605,0,0,0,3,0,1.0,0
606,0,0,0,3,0,1.0,0
607,0,0,0,3,0,1.0,0
608,0,0,0,3,0,1.0,0
609,0,0,0,3,0,1.0,0
610,0,0,0,3,0,1.0,0
611,0,0,0,3,0,1.0,0
612,0,0,0,3,0,1.0,0
613,0,0,0,3,0,1.0,0
614,0,0,0,3,0,1.0,0
615,0,0,0,3,0,1.0,0
616,0,0,0,3,0,1.0,0
617,0,0,0,3,0,1.0,0
618,0,0,0,3,0,1.0,0
619,0,0,0,3,0,1.0,0
620,0,0,0,3,0,1.0,0
621,0,0,0,3,0,1.0,0
622,0,0,0,3,0,1.0,0
623,0,0,0,3,0,1.0,0
624,0,0,0,3,0,1.0,0
625,0,0,0,3,0,1.0,0
626,0,0,0,3,0,1.0,0
627,0,0,0,3,0,1.0,0
628,0,0,0,3,0,1.0,0
629,0,0,0,3,0,1.0,0
630,0,0,0,2,0,1.0,0
631,0,0,0,2,0,1.0,0
632,0,0,0,2,0,1.0,0
633,0,0,0,2,0,1.0,0
634,0,0,0,2,0,1.0,0
635,0,0,0,2,0,1.0,0
636,0,0,0,2,0,1.0,0
637,0,0,0,2,0,1.0,0
638,0,0,0,2,0,1.0,0
639,0,0,0,2,0,1.0,0
640,0,0,0,2,0,1.0,0
641,0,0,0,2,0,1.0,0
642,0,0,0,2,0,1.0,0
643,0,0,0,2,0,1.0,0
644,0,0,0,2,0,1.0,0
645,0,0,0,2,0,1.0,0
646,0,0,0,2,0,1.0,0
647,0,0,0,2,0,1.0,0
648,0,0,0,2,0,1.0,0
649,0,0,0,2,0,1.0,0
650,0,0,0,2,0,1.0,0
651,0,0,0,2,0,1.0,0
652,0,0,0,2,0,1.0,0
653,0,0,0,2,0,1.0,0
654,0,0,0,2,0,1.0,0
655,0,0,0,2,0,1.0,0
656,0,0,0,2,0,1.0,0
657,0,0,0,2,0,1.0,0
658,0,0,0,2,0,1.0,0
659,0,0,0,2,0,1.0,0
660,0,0,0,2,0,1.0,0
661,0,0,0,2,0,1.0,0
662,0,0,0,2,0,1.0,0
663,0,0,0,2,0,1.0,0
664,0,0,0,2,0,1.0,0
665,0,0,0,2,0,1.0,0
666,0,0,0,2,0,1.0,0
667,0,0,0,2,0,1.0,0
668,0,0,0,2,0,1.0,0
669,0,0,0,2,0,1.0,0
670,0,0,0,2,0,1.0,0
671,0,0,0,2,0,1.0,0
672,0,0,0,2,0,1.0,0
673,0,0,0,2,0,1.0,0
674,0,0,0,2,0,1.0,0
675,0,0,0,2,0,1.0,0
676,0,0,0,2,0,1.0,0
677,0,0,0,2,0,1.0,0
678,0,0,0,2,0,1.0,0
679,0,0,0,2,0,1.0,0
680,0,0,0,2,0,1.0,0
681,0,0,0,2,0,1.0,0
682,0,0,0,2,0,1.0,0
683,0,0,0,2,0,1.0,0
684,0,0,0,2,0,1.0,0
685,0,0,0,2,0,1.0,0
686,0,0,0,2,0,1.0,0
687,0,0,0,2,0,1.0,0
688,0,0,0,2,0,1.0,0
689,0,0,0,2,0,1.0,0
690,0,0,0,2,0,1.0,0
691,0,0,0,2,0,1.0,0
692,0,0,0,2,0,1.0,0
693,0,0,0,2,0,1.0,0
694,0,0,0,2,0,1.0,0
695,0,0,0,2,0,1.0,0
696,0,0,0,2,0,1.0,0
697,0,0,0,2,0,1.0,0
698,0,0,0,2,0,1.0,0
699,0,0,0,2,0,1.0,0
700,0,0,0,2,0,1.0,0
701,0,0,0,2,0,1.0,0
702,0,0,0,2,0,1.0,0
703,0,0,0,2,0,1.0,0
704,0,0,0,2,0,1.0,0
705,0,0,0,2,0,1.0,0
706,0,0,0,2,0,1.0,0
707,0,0,0,2,0,1.0,0
708,0,0,0,2,0,1.0,0
709,0,0,0,1,0,1.0,0
710,0,0,0,1,0,1.0,0
711,0,0,0,1,0,1.0,0
712,0,0,0,1,0,1.0,0
713,0,0,0,1,0,1.0,0
714,0,0,0,1,0,1.0,0
715,0,0,0,1,0,1.0,0
716,0,0,0,1,0,1.0,0
717,0,0,0,1,0,1.0,0
718,0,0,0,1,0,1.0,0
719,0,0,0,1,0,1.0,0
720,0,0,0,1,0,1.0,0
721,0,0,0,1,0,1.0,0
722,0,0,0,1,0,1.0,0
723,0,0,0,1,0,1.0,0
724,0,0,0,1,0,1.0,0
725,0,0,0,1,0,1.0,0
726,0,0,0,1,0,1.0,0
727,0,0,0,1,0,1.0,0
728,0,0,0,1,0,1.0,0
729,0,0,0,1,0,1.0,0
730,0,0,0,1,0,1.0,0
731,0,0,0,1,0,1.0,0
732,0,0,0,1,0,1.0,0
733,0,0,0,1,0,1.0,0
734,0,0,0,1,0,1.0,0
735,0,0,0,1,0,1.0,0
736,0,0,0,1,0,1.0,0
737,0,0,0,1,0,1.0,0
738,0,0,0,1,0,1.0,0
739,0,0,0,1,0,1.0,0
740,0,0,0,1,0,1.0,0
741,0,0,0,1,0,1.0,0
742,0,0,0,1,0,1.0,0
743,0,0,0,1,0,1.0,0
744,0,0,0,1,0,1.0,0
745,0,0,0,1,0,1.0,0
746,0,0,0,1,0,1.0,0
747,0,0,0,1,0,1.0,0
748,0,0,0,1,0,1.0,0
749,0,0,0,1,0,1.0,0
750,0,0,0,1,0,1.0,0
751,0,0,0,1,0,1.0,0
752,0,0,0,1,0,1.0,0
753,0,0,0,1,0,1.0,0
754,0,0,0,1,0,1.0,0
755,0,0,0,1,0,1.0,0
756,0,0,0,1,0,1.0,0
757,0,0,0,1,0,1.0,0
758,0,0,0,1,0,1.0,0
759,0,0,0,1,0,1.0,0
760,0,0,0,1,0,1.0,0
761,0,0,0,1,0,1.0,0
762,0,0,0,1,0,1.0,0
763,0,0,0,1,0,1.0,0
764,0,0,0,1,0,1.0,0
765,0,0,0,1,0,1.0,0
766,0,0,0,1,0,1.0,0
767,0,0,0,1,0,1.0,0
768,0,0,0,1,0,1.0,0
769,0,0,0,1,0,1.0,0
770,0,0,0,1,0,1.0,0
771,0,0,0,1,0,1.0,0
772,0,0,0,1,0,1.0,0
